country,isocode,subregion,year,region,pib_per_capita,indice_gini,tasa_desempleo_joven,tasa_homicidio,dummy_outlier_tasa_homicidio,dummy_outlier_pib_per_capita,dummy_outlier_tasa_desempleo_joven,dummy_outlier_indice_gini
Guatemala,GTM,Latin America and the Caribbean,2015,Americas,8934.00235466215,49.2,5.581,6.4550934,0,0,0,0
Guatemala,GTM,Latin America and the Caribbean,2010,Americas,6510.09980949963,47.7,5.296,41.10313,1,0,0,0
Guinea,GIN,Sub-Saharan Africa,2020,Africa,3331.85663003801,30,8.461,4.8015943,0,0,0,0
Guinea,GIN,Sub-Saharan Africa,2015,Africa,1929.68091332187,39.5,6.906,1.3643339,0,0,0,0
Guinea,GIN,Sub-Saharan Africa,2010,Africa,1621.69161141242,30,6.502,5.756139,0,0,0,0
Guinea-Bissau,GNB,Sub-Saharan Africa,2020,Africa,2310.37430731557,37.4,2.764,4.063206,0,0,0,0
Guinea-Bissau,GNB,Sub-Saharan Africa,2015,Africa,1729.94260310123,39.5,3.875,1.3643339,0,0,0,0
Guinea-Bissau,GNB,Sub-Saharan Africa,2010,Africa,1369.68917066121,50.6,3.843,4.8015943,0,0,0,0
Guyana,GUY,Latin America and the Caribbean,2020,Americas,16819.4228714695,47.3,30.857,19.44317,1,0,0,0
Guyana,GUY,Latin America and the Caribbean,2015,Americas,11408.473901349,51,24.227,19.636759,1,0,0,0
Guyana,GUY,Latin America and the Caribbean,2010,Americas,9336.59830212594,43.7,22.558,18.68519,0,0,0,0
Haiti,HTI,Latin America and the Caribbean,2020,Americas,3103.18066312462,47.3,39.687,11.384003,0,0,0,0
Haiti,HTI,Latin America and the Caribbean,2015,Americas,3025.83461728258,49.2,34.082,10.177472,0,0,0,0
Haiti,HTI,Latin America and the Caribbean,2010,Americas,2694.91104137315,47.3,36.948,6.905842,0,0,0,0
Honduras,HND,Latin America and the Caribbean,2020,Americas,5384.69831983038,44.6,17.087,35.70285,1,0,0,0
Honduras,HND,Latin America and the Caribbean,2015,Americas,4845.59566521125,49.2,11.042,55.73054,1,0,0,0
Honduras,HND,Latin America and the Caribbean,2010,Americas,3757.5464206245,53.1,7.506,74.54089,1,0,0,0
"Hong Kong SAR, China",HKG,Eastern Asia,2020,Asia,58187.4764072535,31.8,15.533,1.7541918,0,0,0,0
"Hong Kong SAR, China",HKG,Eastern Asia,2015,Asia,56043.042695697,27.7,10.424,0.89891577,0,0,0,0
"Hong Kong SAR, China",HKG,Eastern Asia,2010,Asia,49197.6589927693,35.7,12.097,0.9642953,0,0,0,0
Hungary,HUN,Eastern Europe,2020,Europe,35583.5855675637,28.2,12.757,0.82055855,0,0,0,0
Hungary,HUN,Eastern Europe,2015,Europe,26944.9597666868,30.4,17.272,2.246115,0,0,0,0
Hungary,HUN,Eastern Europe,2010,Europe,21693.4020663431,29.4,26.393,1.3828863,0,0,0,0
Iceland,ISL,Northern Europe,2020,Europe,55796.7454667632,26,9.871,1.3638322,0,0,0,0
Iceland,ISL,Northern Europe,2015,Europe,49214.2648614584,26.8,8.573,0.9064772,0,0,0,0
Iceland,ISL,Northern Europe,2010,Europe,39768.4169599139,26.2,15.851,0.6286185,0,0,0,0
India,IND,Southern Asia,2020,Asia,6966.27542785911,34.6,24.666,2.9352973,0,0,0,0
India,IND,Southern Asia,2015,Asia,5425.03599091046,32.4,24.959,3.3412788,0,0,0,0
India,IND,Southern Asia,2010,Asia,4206.45986002117,34,23.348,3.7362838,0,0,0,0
Indonesia,IDN,South-eastern Asia,2020,Asia,11729.3674458448,35.3,14.773,1.4964275,0,0,0,0
Indonesia,IDN,South-eastern Asia,2015,Asia,10027.5372996025,38.2,17.224,1.2551768,0,0,0,0
Indonesia,IDN,South-eastern Asia,2010,Asia,8353.45684733249,34.6,17.691,8.237903,0,0,0,0
"Iran, Islamic Rep.",IRN,Southern Asia,2020,Asia,14110.3191444298,35.8,23.712,1.5944778,0,0,0,0
"Iran, Islamic Rep.",IRN,Southern Asia,2015,Asia,13689.7646428107,35.3,25.962,0.6589624,0,0,0,0
"Iran, Islamic Rep.",IRN,Southern Asia,2010,Asia,17865.9413811134,34.6,28.7,1.007997,0,0,0,0
Iraq,IRQ,Western Asia,2020,Asia,10573.9304750715,32.8,34.823,0.42805547,0,0,0,0
Iraq,IRQ,Western Asia,2015,Asia,9334.46604866315,34.6,21.354,0.9656457,0,0,0,0
Iraq,IRQ,Western Asia,2010,Asia,12186.1929623841,34.7,16.578,8.66796,0,0,0,0
Ireland,IRL,Northern Europe,2020,Europe,97799.9225748607,29.2,15.263,0.6221643,0,1,0,0
Ireland,IRL,Northern Europe,2015,Europe,71607.4568294649,31.8,20.235,0.5741643,0,1,0,0
Ireland,IRL,Northern Europe,2010,Europe,43216.9847302406,32.3,28.157,1.1844496,0,0,0,0
Isle of Man,IMN,Northern Europe,2020,Europe,38950.5525874191,36.5,39.687,0.8584594,0,0,0,0
Isle of Man,IMN,Northern Europe,2015,Europe,43853.1712385354,25.7,14.7,1.1962724,0,0,0,0
Isle of Man,IMN,Northern Europe,2010,Europe,17356.6588564889,33.7,5.721,2.2411442,0,0,0,0
Israel,ISR,Western Asia,2020,Asia,40955.2856179152,37.8,7.645,1.6703832,0,0,0,0
Israel,ISR,Western Asia,2015,Asia,35868.9736376014,39.7,9.202,1.4901448,0,0,0,0
Israel,ISR,Western Asia,2010,Asia,29455.8218132531,42.6,14.22,2.044506,0,0,0,0
Italy,ITA,Southern Europe,2020,Europe,44435.6434393527,35.2,29.39,0.4756916,0,0,0,0
Italy,ITA,Southern Europe,2015,Europe,37394.4535005423,35.4,40.316,0.77424276,0,0,0,0
Italy,ITA,Southern Europe,2010,Europe,34977.9942339965,34.7,27.91,0.87926024,0,0,0,0
Jamaica,JAM,Latin America and the Caribbean,2020,Americas,8991.16205633754,44.6,20.087,47.090176,1,0,0,0
Jamaica,JAM,Latin America and the Caribbean,2015,Americas,8985.5766781795,43.5,25.777,43.13953,1,0,0,0
Jamaica,JAM,Latin America and the Caribbean,2010,Americas,8080.14850837338,43.7,20.451,52.645607,1,0,0,0
Japan,JPN,Eastern Asia,2020,Asia,42425.6946789651,32.3,4.679,0.2517724,0,0,0,0
Japan,JPN,Eastern Asia,2015,Asia,40906.594569246,30.7,5.471,0.28520724,0,0,0,0
Japan,JPN,Eastern Asia,2010,Asia,35335.3735103814,31.5,9.46,0.36275616,0,0,0,0
Jordan,JOR,Western Asia,2020,Asia,9579.20081317696,36.5,42.458,0.9939967,0,0,0,0
Jordan,JOR,Western Asia,2015,Asia,8967.07995837808,32.4,30.914,1.7706108,0,0,0,0
Jordan,JOR,Western Asia,2010,Asia,9416.64386806071,33.7,30.131,1.7541351,0,0,0,0
Kazakhstan,KAZ,Central Asia,2020,Asia,29039.8229624509,28.7,3.769,3.110545,0,0,0,0
Kazakhstan,KAZ,Central Asia,2015,Asia,22484.3651382607,26.8,3.754,4.7168326,0,0,0,0
Kazakhstan,KAZ,Central Asia,2010,Asia,18641.8061477073,28,5.215,8.237903,0,0,0,0
Kenya,KEN,Sub-Saharan Africa,2020,Africa,4792.57315847182,36.2,13.649,3.5601206,0,0,0,0
Kenya,KEN,Sub-Saharan Africa,2015,Africa,3678.32614146019,40.8,7.3,4.8015943,0,0,0,0
Kenya,KEN,Sub-Saharan Africa,2010,Africa,2634.89271323826,41.5,7.053,4.629967,0,0,0,0
Kiribati,KIR,Micronesia,2020,Oceania,2710.90622817554,39.4,36.948,1.7541918,0,0,0,0
Kiribati,KIR,Micronesia,2015,Oceania,2310.6029149637,34,21.354,0.3823274,0,0,0,0
Kiribati,KIR,Micronesia,2010,Oceania,1724.46710150819,32.1,22.04,3.6797173,0,0,0,0
"Korea, Dem. People's Rep.",PRK,Eastern Asia,2020,Asia,15336.5987771764,31.5,7.418,2.4675133,0,0,0,0
"Korea, Dem. People's Rep.",PRK,Eastern Asia,2015,Asia,9713.35863309362,38.1,6.757,9.053297,0,0,0,0
"Korea, Dem. People's Rep.",PRK,Eastern Asia,2010,Asia,17343.6771298998,42.6,6.49,1.9707929,0,0,0,0
"Korea, Rep.",KOR,Eastern Asia,2020,Asia,45142.7634505403,32.7,10.143,0.8309215,0,0,0,0
"Korea, Rep.",KOR,Eastern Asia,2015,Asia,37907.5003102016,25.5,9.899,0.97033215,0,0,0,0
"Korea, Rep.",KOR,Eastern Asia,2010,Asia,31736.6284370925,32,8.54,2.5943546,0,0,0,0
Kuwait,KWT,Western Asia,2020,Asia,41461.7235103219,28.7,19.149,0.24999182,0,0,0,0
Kuwait,KWT,Western Asia,2015,Asia,45267.3085910026,30.7,16.179,0,0,0,0,0
Kuwait,KWT,Western Asia,2010,Asia,75184.0866636559,32,8.581,2.0384786,0,1,0,0
Kyrgyz Republic,KGZ,Central Asia,2020,Asia,5178.5619670404,29,8.468,0.6286185,0,0,0,0
Kyrgyz Republic,KGZ,Central Asia,2015,Asia,4153.3766990372,29,6.448,4.3655767,0,0,0,0
Kyrgyz Republic,KGZ,Central Asia,2010,Asia,3075.61554332455,30.1,5.237,2.6202023,0,0,0,0
Lao PDR,LAO,South-eastern Asia,2020,Asia,7913.38660650276,42.6,4.261,0.28520724,0,0,0,0
Lao PDR,LAO,South-eastern Asia,2015,Asia,6086.0673044622,35.6,4.524,0.8843786,0,0,0,0
Lao PDR,LAO,South-eastern Asia,2010,Asia,3772.26605172404,38.1,1.572,2.727507,0,0,0,0
Latvia,LVA,Northern Europe,2020,Europe,32741.4207691987,35.7,14.868,3.6820333,0,0,0,0
Latvia,LVA,Northern Europe,2015,Europe,24137.87643586,34.2,16.316,3.3874876,0,0,0,0
Latvia,LVA,Northern Europe,2010,Europe,17343.4658666613,35,36.24,0.93424326,0,0,0,0
Lebanon,LBN,Western Asia,2020,Asia,16259.7051312281,34.6,27.028,2.24467,0,0,0,0
Lebanon,LBN,Western Asia,2015,Asia,17045.898285301,34.7,20.569,3.5689626,0,0,0,0
Lebanon,LBN,Western Asia,2010,Asia,14703.6153215084,33.1,16.067,3.2333007,0,0,0,0
Lesotho,LSO,Sub-Saharan Africa,2020,Africa,2559.09776834929,41.5,28.298,3.3412788,0,0,0,0
Lesotho,LSO,Sub-Saharan Africa,2015,Africa,3034.64692924848,35,24.034,0.7018856,0,0,0,0
Lesotho,LSO,Sub-Saharan Africa,2010,Africa,2152.91528289768,35,23.046,1.4692488,0,0,0,0
Liberia,LBR,Sub-Saharan Africa,2020,Africa,1659.52109145991,35.3,2.931,6.620188,0,0,0,0
Liberia,LBR,Sub-Saharan Africa,2015,Africa,1340.43279741197,30,1.923,3.1782088,0,0,0,0
Liberia,LBR,Sub-Saharan Africa,2010,Africa,980.1181397741,39.5,3.151,3.1782088,0,0,0,0
Libya,LBY,Northern Africa,2020,Africa,10954.799045265,35.9,53.366,3.2333007,0,0,0,0
Libya,LBY,Northern Africa,2015,Africa,17903.2565395803,35,51.486,3.3002937,0,0,1,0
Libya,LBY,Northern Africa,2010,Africa,30234.0918728805,41.5,49.499,5.756139,0,0,1,0
Liechtenstein,LIE,Western Europe,2020,Europe,61648.5056152701,28.4,41.231,2.5795135,0,0,0,0
Liechtenstein,LIE,Western Europe,2015,Europe,39730.4897885271,26.2,7.3,0,0,0,0,0
Liechtenstein,LIE,Western Europe,2010,Europe,54432.332994981,32.3,10.978,2.7778935,0,0,0,0
Lithuania,LTU,Northern Europe,2020,Europe,41262.7276941725,36,19.556,3.6126075,0,0,0,0
Lithuania,LTU,Northern Europe,2015,Europe,28853.9978560937,37.4,16.302,5.9192696,0,0,0,0
Lithuania,LTU,Northern Europe,2010,Europe,19827.948684184,33.6,35.744,7.069717,0,0,0,0
Luxembourg,LUX,Western Europe,2020,Europe,122066.739147202,33.4,23.182,0.47573966,0,1,0,0
Luxembourg,LUX,Western Europe,2015,Europe,107888.578352982,32.9,17.5,0.87790763,0,1,0,0
Luxembourg,LUX,Western Europe,2010,Europe,90346.0688268008,30.5,13.917,1.9707929,0,1,0,0
"Macao SAR, China",MAC,Eastern Asia,2020,Asia,57220.817061871,29,7.694,0.21903406,0,0,0,0
"Macao SAR, China",MAC,Eastern Asia,2015,Asia,108916.86260993,35.7,4.339,0.87790763,0,1,0,0
"Macao SAR, China",MAC,Eastern Asia,2010,Asia,99831.766339042,31.8,5.416,1.7554817,0,1,0,0
Madagascar,MDG,Sub-Saharan Africa,2020,Africa,1490.32312837866,36.5,5.929,5.0235434,0,0,0,0
Madagascar,MDG,Sub-Saharan Africa,2015,Africa,1496.61172412841,36.5,3.305,0.7018856,0,0,0,0
Madagascar,MDG,Sub-Saharan Africa,2010,Africa,1463.87646786391,42.4,4.791,3.8044744,0,0,0,0
Malawi,MWI,Sub-Saharan Africa,2020,Africa,1513.45990803344,35.3,7.865,1.6338809,0,0,0,0
Malawi,MWI,Sub-Saharan Africa,2015,Africa,1403.08451209235,37.5,6.731,4.367798,0,0,0,0
Malawi,MWI,Sub-Saharan Africa,2010,Africa,1457.60568309596,45.5,6.534,3.5072424,0,0,0,0
Malaysia,MYS,South-eastern Asia,2020,Asia,27474.7361378236,36,12.366,0.74654263,0,0,0,0
Malaysia,MYS,South-eastern Asia,2015,Asia,24526.3942716012,41.1,10.978,1.5944778,0,0,0,0
Malaysia,MYS,South-eastern Asia,2010,Asia,20193.4092945433,38.1,11.104,1.8844368,0,0,0,0
Maldives,MDV,Southern Asia,2020,Asia,13425.3674459601,43,16.109,0.24999182,0,0,0,0
Maldives,MDV,Southern Asia,2015,Asia,17875.0989419263,31.3,16.747,0.93424326,0,0,0,0
Maldives,MDV,Southern Asia,2010,Asia,12797.3279369096,40.1,23.331,1.6630081,0,0,0,0
Mali,MLI,Sub-Saharan Africa,2020,Africa,2723.70094784441,39.5,6.733,2.2803977,0,0,0,0
Mali,MLI,Sub-Saharan Africa,2015,Africa,2330.24293947692,39.5,2.169,1.3643339,0,0,0,0
Mali,MLI,Sub-Saharan Africa,2010,Africa,1997.68294373356,39.5,2.176,8.686621,0,0,0,0
Malta,MLT,Southern Europe,2020,Europe,49987.8929839855,31.4,10.872,1.3508128,0,0,0,0
Malta,MLT,Southern Europe,2015,Europe,38379.0106589466,29.4,11.653,0.89891577,0,0,0,0
Malta,MLT,Southern Europe,2010,Europe,28912.3673064801,29,13.229,0.94640845,0,0,0,0
Marshall Islands,MHL,Micronesia,2020,Oceania,6136.97119702131,40.1,41.41,0.8584594,0,0,0,0
Marshall Islands,MHL,Micronesia,2015,Oceania,4125.1616927563,44.6,12.738,0.50902134,0,0,0,0
Marshall Islands,MHL,Micronesia,2010,Oceania,3473.40469896159,30,11.644,0.8923708,0,0,0,0
Mauritania,MRT,Sub-Saharan Africa,2020,Africa,5740.73959690129,37.5,25.601,0.9999715,0,0,0,0
Mauritania,MRT,Sub-Saharan Africa,2015,Africa,3977.61171275863,35,18.509,5.82861,0,0,0,0
Mauritania,MRT,Sub-Saharan Africa,2010,Africa,3177.84436561165,47.6,15.331,9.800383,0,0,0,0
Mauritius,MUS,Sub-Saharan Africa,2020,Africa,21326.224396378,37.5,24.795,2.727507,0,0,0,0
Mauritius,MUS,Sub-Saharan Africa,2015,Africa,20011.3333068005,39.5,25.564,1.6250405,0,0,0,0
Mauritius,MUS,Sub-Saharan Africa,2010,Africa,15913.9099205525,41.5,23.524,2.572679,0,0,0,0
Mexico,MEX,Latin America and the Caribbean,2020,Americas,19354.1248722314,44.6,8.053,29.001005,1,0,0,0
Mexico,MEX,Latin America and the Caribbean,2015,Americas,19075.3384711297,43.7,8.516,17.14843,1,0,0,0
Mexico,MEX,Latin America and the Caribbean,2010,Americas,15908.8603191799,47.7,9.704,22.668648,1,0,0,0
"Micronesia, Fed. Sts.",FSM,Micronesia,2020,Oceania,3682.39299463483,33.1,5.199,0.24999182,0,0,0,0
"Micronesia, Fed. Sts.",FSM,Micronesia,2015,Oceania,3346.80950600201,29,8.461,0.7787528,0,0,0,0
"Micronesia, Fed. Sts.",FSM,Micronesia,2010,Oceania,3125.91252899737,35.3,35.935,1.013551,0,0,0,0
Moldova,MDA,Eastern Europe,2020,Europe,13527.4413130967,25,4.015,3.0301738,0,0,0,0
Moldova,MDA,Eastern Europe,2015,Europe,9197.61838204272,27,3.251,5.749636,0,0,0,0
Moldova,MDA,Eastern Europe,2010,Europe,6323.06287905206,32.1,5.607,7.2962728,0,0,0,0
Monaco,MCO,Western Europe,2020,Europe,21693.4020663431,25.4,13.452,0,0,0,0,0
Monaco,MCO,Western Europe,2015,Europe,49562.5939257986,31.7,28.856,0.66447276,0,0,0,0
Monaco,MCO,Western Europe,2010,Europe,11993.5315145202,27.3,14.7,9.952186,0,0,0,0
Mongolia,MNG,Eastern Asia,2020,Asia,13693.179806943,38.1,15.947,6.2295156,0,0,0,0
Mongolia,MNG,Eastern Asia,2015,Asia,10458.3027240524,43,12.738,7.1895905,0,0,0,0
Mongolia,MNG,Eastern Asia,2010,Asia,7531.62557442648,33.1,14.559,8.846177,0,0,0,0
Montenegro,MNE,Southern Europe,2020,Europe,20827.4892978607,35.4,36.216,2.9608428,0,0,0,0
Montenegro,MNE,Southern Europe,2015,Europe,16271.9861609659,39,37.722,2.7063816,0,0,0,0
Montenegro,MNE,Southern Europe,2010,Europe,13633.6988304649,28.9,36.721,2.3730855,0,0,0,0
Morocco,MAR,Northern Africa,2020,Africa,7704.84912109375,43,26.88,2.9329595999999998,0,0,0,0
Morocco,MAR,Northern Africa,2015,Africa,7799.09228515625,37.5,20.825,1.2453916,0,0,0,0
Morocco,MAR,Northern Africa,2010,Africa,6848.66748046875,41.5,17.621,1.3891021,0,0,0,0
Mozambique,MOZ,Sub-Saharan Africa,2020,Africa,1411.62040229911,37.4,8.329,4.063206,0,0,0,0
Mozambique,MOZ,Sub-Saharan Africa,2015,Africa,1317.88785956822,39.5,7.097,9.34038,0,0,0,0
Mozambique,MOZ,Sub-Saharan Africa,2010,Africa,1000.2411486648,43,6.871,3.8044744,0,0,0,0
Myanmar,MMR,South-eastern Asia,2020,Asia,5740.99045843992,38.1,4.955,2.9632273,0,0,0,0
Myanmar,MMR,South-eastern Asia,2015,Asia,4458.69054442659,38.1,1.588,2.548491,0,0,0,0
Myanmar,MMR,South-eastern Asia,2010,Asia,3348.12889497049,30.1,1.502,1.6338809,0,0,0,0
Namibia,NAM,Sub-Saharan Africa,2020,Africa,9354.13136713077,35,41.433,11.103938,0,0,0,0
Namibia,NAM,Sub-Saharan Africa,2015,Africa,10465.8920558516,59.1,41.25,0.5439449,0,0,0,1
Namibia,NAM,Sub-Saharan Africa,2010,Africa,8538.19995395948,35.7,44.529,14.8828535,0,0,0,0
Nauru,NRU,Micronesia,2020,Oceania,10941.6636727977,42.9,20.398,0.6880789,0,0,0,0
Nauru,NRU,Micronesia,2015,Oceania,10020.3777452081,25.1,9.815,1.043286,0,0,0,0
Nauru,NRU,Micronesia,2010,Oceania,5667.93968133576,35.3,5.851,3.2002048,0,0,0,0
Nepal,NPL,Southern Asia,2020,Asia,4235.57462326905,25.1,24.041,2.1300414,0,0,0,0
Nepal,NPL,Southern Asia,2015,Asia,2957.30559145504,40.1,19.404,2.1492524,0,0,0,0
Nepal,NPL,Southern Asia,2010,Asia,2139.22749384013,32.8,19.189,2.9734526,0,0,0,0
Netherlands,NLD,Western Europe,2020,Europe,62596.6302027524,26,8.875,0.6860682,0,0,0,0
Netherlands,NLD,Western Europe,2015,Europe,50970.348484391,28.2,11.103,0.6079229,0,0,0,0
Netherlands,NLD,Western Europe,2010,Europe,45306.3078054895,27.8,10.77,0.85861295,0,0,0,0
New Caledonia,NCL,Melanesia,2020,Oceania,10027.5372996025,35.3,46.146,0.4756916,0,0,0,0
New Caledonia,NCL,Melanesia,2015,Oceania,11918.066205483,35.3,37.624,0.9064772,0,0,0,0
New Caledonia,NCL,Melanesia,2010,Oceania,5353.70554899388,37.4,36.027,0.3346065,0,0,0,0
New Zealand,NZL,Australia and New Zealand,2020,Oceania,45354.1561628727,38.6,12.442,1.0256623,0,0,0,0
New Zealand,NZL,Australia and New Zealand,2015,Oceania,37578.02761327,35.2,13.872,1.0403056,0,0,0,0
New Zealand,NZL,Australia and New Zealand,2010,Oceania,31292.9527570392,41.1,17.421,0.98901266,0,0,0,0
Nicaragua,NIC,Latin America and the Caribbean,2020,Americas,6274.09456741388,42.7,11.467,3.995465,0,0,0,0
Nicaragua,NIC,Latin America and the Caribbean,2015,Americas,5448.89226010317,42.7,8.792,8.521133,0,0,0,0
Nicaragua,NIC,Latin America and the Caribbean,2010,Americas,4042.22071276517,49.2,12.062,13.682036,0,0,0,0
Niger,NER,Sub-Saharan Africa,2020,Africa,1496.83350023022,37.4,0.762,2.3730855,0,0,0,0
Niger,NER,Sub-Saharan Africa,2015,Africa,1172.19178758955,30,0.703,1.7847812,0,0,0,0
Niger,NER,Sub-Saharan Africa,2010,Africa,1057.51100257385,39.5,1.214,14.903273,0,0,0,0
Nigeria,NGA,Sub-Saharan Africa,2020,Africa,5353.70554899388,41.5,10.851,3.3412788,0,0,0,0
Nigeria,NGA,Sub-Saharan Africa,2015,Africa,5189.45397195461,35.9,8.751,4.367798,0,0,0,0
Nigeria,NGA,Sub-Saharan Africa,2010,Africa,4474.60705075023,35.7,8.116,1.4692488,0,0,0,0
North Macedonia,MKD,Southern Europe,2020,Europe,19962.1686066623,34.1,35.622,0.58760196,0,0,0,0
North Macedonia,MKD,Southern Europe,2015,Europe,15038.1859543119,35.6,47.478,1.2623929,0,0,0,0
North Macedonia,MKD,Southern Europe,2010,Europe,11993.5315145202,40.1,55.198,2.0960221,0,0,1,0
Northern Mariana Islands,MNP,Micronesia,2020,Oceania,10027.5372996025,42.9,21.95,1.3508128,0,0,0,0
Northern Mariana Islands,MNP,Micronesia,2015,Oceania,3117.64425292038,44.6,23.576,0.6942189,0,0,0,0
Northern Mariana Islands,MNP,Micronesia,2010,Oceania,3348.57836914063,32.4,3.754,1.6455635,0,0,0,0
Norway,NOR,Northern Europe,2020,Europe,67110.6045705502,28.4,11.188,0.576286,0,0,0,0
Norway,NOR,Northern Europe,2015,Europe,60754.1816916377,27.5,9.779,0.46244815,0,0,0,0
Norway,NOR,Northern Europe,2010,Europe,58219.6143463523,25.7,9.192,0.5931487,0,0,0,0
Oman,OMN,Western Asia,2020,Asia,35163.3281781415,33.6,13.51,0.30956355,0,0,0,0
Oman,OMN,Western Asia,2015,Asia,36058.1666084788,31.1,15.135,0.3823274,0,0,0,0
Oman,OMN,Western Asia,2010,Asia,55667.4687778644,33.6,13.93,1.7407413,0,0,0,0
Pakistan,PAK,Southern Asia,2020,Asia,5048.0213062963,29,10.837,3.5531652,0,0,0,0
Pakistan,PAK,Southern Asia,2015,Asia,4480.26313460985,31.3,6.682,4.3655767,0,0,0,0
Pakistan,PAK,Southern Asia,2010,Asia,3785.70113530595,28.8,1.287,6.620188,0,0,0,0
Palau,PLW,Micronesia,2020,Oceania,17367.2676432665,33.5,17.709,0,0,0,0,0
Palau,PLW,Micronesia,2015,Oceania,17685.0596076711,34,4.339,16.88286,1,0,0,0
Palau,PLW,Micronesia,2010,Oceania,13448.9332812883,38.6,24.227,2.9608428,0,0,0,0
Panama,PAN,Latin America and the Caribbean,2020,Americas,27017.0033688951,49.2,33.033,11.646159,0,0,0,0
Panama,PAN,Latin America and the Caribbean,2015,Americas,27245.2788533669,50.8,11.675,11.893836,0,0,0,0
Panama,PAN,Latin America and the Caribbean,2010,Americas,15572.5787194419,51.6,13.43,12.677293,0,0,0,0
Papua New Guinea,PNG,Melanesia,2020,Oceania,3899.57719236851,42.9,4.541,0.8584594,0,0,0,0
Papua New Guinea,PNG,Melanesia,2015,Oceania,3669.73871592695,38.6,4.242,1.0116445,0,0,0,0
Papua New Guinea,PNG,Melanesia,2010,Oceania,2911.8920318969,28.8,3.574,9.34038,0,0,0,0
Paraguay,PRY,Latin America and the Caribbean,2020,Americas,14308.8787738328,43.5,17.152,7.283752,0,0,0,0
Paraguay,PRY,Latin America and the Caribbean,2015,Americas,12679.0574753215,47.6,10.922,10.017693,0,0,0,0
Paraguay,PRY,Latin America and the Caribbean,2010,Americas,10893.3149199543,51,10.614,12.913972,0,0,0,0
Peru,PER,Latin America and the Caribbean,2020,Americas,12563.3038060893,43.7,12.659,5.795013,0,0,0,0
Peru,PER,Latin America and the Caribbean,2015,Americas,11600.3873992867,43.4,6.877,7.377469,0,0,0,0
Peru,PER,Latin America and the Caribbean,2010,Americas,9713.35863309362,45.5,6.843,18.68519,0,0,0,0
Philippines,PHL,South-eastern Asia,2020,Asia,8238.36802037457,28.8,6.987,0.97033215,0,0,0,0
Philippines,PHL,South-eastern Asia,2015,Asia,6894.26702217935,44.6,8.509,2.4675133,0,0,0,0
Philippines,PHL,South-eastern Asia,2010,Asia,5489.23543457601,34.7,9.736,8.973695,0,0,0,0
Poland,POL,Eastern Europe,2020,Europe,37089.3004256812,28.5,10.831,0.6968639,0,0,0,0
Poland,POL,Eastern Europe,2015,Europe,26995.3408713745,31.8,20.684,0.7787528,0,0,0,0
Poland,POL,Eastern Europe,2010,Europe,20993.2495602577,33.2,23.576,1.007997,0,0,0,0
Portugal,PRT,Southern Europe,2020,Europe,35966.712796561,34.7,22.494,0.7810602,0,0,0,0
Portugal,PRT,Southern Europe,2015,Europe,29615.9560854108,35.5,31.947,0.9642953,0,0,0,0
Portugal,PRT,Southern Europe,2010,Europe,27295.1035561802,35.8,22.753,1.1721711,0,0,0,0
Puerto Rico (US),PRI,Latin America and the Caribbean,2020,Americas,36858.6085217908,46,19.578,2.004092,0,0,0,0
Puerto Rico (US),PRI,Latin America and the Caribbean,2015,Americas,32323.5456459985,44.5,26.508,14.554594,0,0,0,0
Puerto Rico (US),PRI,Latin America and the Caribbean,2010,Americas,30908.7986630853,40.2,34.978,10.177472,0,0,0,0
Qatar,QAT,Western Asia,2020,Asia,82149.3573751713,25.6,0.48,0.42805547,0,1,0,0
Qatar,QAT,Western Asia,2015,Asia,102545.939634633,34.6,0.569,0.24718513,0,1,0,0
Qatar,QAT,Western Asia,2010,Asia,151646.217415364,32.3,1.296,0.23402357,0,1,0,0
Romania,ROU,Eastern Europe,2020,Europe,34386.1207230181,34.6,17.586,1.4490161,0,0,0,0
Romania,ROU,Eastern Europe,2015,Europe,21630.3143728731,35.9,22.038,1.706002,0,0,0,0
Romania,ROU,Eastern Europe,2010,Europe,17356.6588564889,35.5,22.193,1.3018428,0,0,0,0
Russian Federation,RUS,Eastern Europe,2020,Europe,31490.8046875,33.7,17.001,1.4490161,0,0,0,0
Russian Federation,RUS,Eastern Europe,2015,Europe,23994.013671875,36.5,16.403,0.2533781,0,0,0,0
Russian Federation,RUS,Eastern Europe,2010,Europe,20490.126953125,39.5,17.19,0.98901266,0,0,0,0
Rwanda,RWA,Sub-Saharan Africa,2020,Africa,2284.89889795328,37.5,15.947,3.6124742,0,0,0,0
Rwanda,RWA,Sub-Saharan Africa,2015,Africa,1780.74171636863,41.5,16.606,2.5171773,0,0,0,0
Rwanda,RWA,Sub-Saharan Africa,2010,Africa,1314.13559494324,47.2,16.134,2.820436,0,0,0,0
Samoa,WSM,Polynesia,2020,Oceania,6450.76538373229,33.1,17.747,0.6942189,0,0,0,0
Samoa,WSM,Polynesia,2015,Oceania,5681.77812768843,34.6,18.061,1.5944778,0,0,0,0
Samoa,WSM,Polynesia,2010,Oceania,5229.04191199124,33.1,14.624,8.289189,0,0,0,0
San Marino,SMR,Southern Europe,2020,Europe,55206.5812324405,28.4,29.15,0,0,0,0,0
San Marino,SMR,Southern Europe,2015,Europe,52247.2078276415,32.3,8.216,0.24999182,0,0,0,0
San Marino,SMR,Southern Europe,2010,Europe,58926.1403701298,27.5,35.093,0,0,0,0,0
