year,country,isocode,tasa_homicidio,region,subregion
2001,Greece,GRC,1.2173569,Europe,Southern Europe
2002,Greece,GRC,0.8631546,Europe,Southern Europe
2004,Greece,GRC,1.0139426,Europe,Southern Europe
2005,Greece,GRC,1.2020398,Europe,Southern Europe
2006,Greece,GRC,0.9985382,Europe,Southern Europe
2007,Greece,GRC,1.1769247,Europe,Southern Europe
2008,Greece,GRC,1.300006,Europe,Southern Europe
2009,Greece,GRC,1.3683747,Europe,Southern Europe
2010,Greece,GRC,1.5820694,Europe,Southern Europe
2011,Greece,GRC,1.656338,Europe,Southern Europe
2012,Greece,GRC,1.502494,Europe,Southern Europe
2013,Greece,GRC,1.3950256,Europe,Southern Europe
2014,Greece,GRC,0.9822672,Europe,Southern Europe
2015,Greece,GRC,0.8594477,Europe,Southern Europe
2016,Greece,GRC,0.7795459,Europe,Southern Europe
2017,Greece,GRC,0.79973716,Europe,Southern Europe
2018,Greece,GRC,0.9225743,Europe,Southern Europe
2019,Greece,GRC,0.72770864,Europe,Southern Europe
2020,Greece,GRC,0.72901493,Europe,Southern Europe
2021,Greece,GRC,0.84124476,Europe,Southern Europe
2022,Greece,GRC,1.1236516,Europe,Southern Europe
2023,Greece,GRC,0.8396053,Europe,Southern Europe
1992,Greenland,GRL,23.317131,Americas,Northern America
1993,Greenland,GRL,21.521383,Americas,Northern America
1994,Greenland,GRL,10.762332,Americas,Northern America
1995,Greenland,GRL,19.699316,Americas,Northern America
1996,Greenland,GRL,5.3572383,Americas,Northern America
1997,Greenland,GRL,19.608017,Americas,Northern America
1998,Greenland,GRL,10.685759,Americas,Northern America
1999,Greenland,GRL,19.597538,Americas,Northern America
2000,Greenland,GRL,23.128174,Americas,Northern America
2001,Greenland,GRL,30.135967,Americas,Northern America
2002,Greenland,GRL,21.20441,Americas,Northern America
2003,Greenland,GRL,8.808787,Americas,Northern America
2004,Greenland,GRL,19.329954,Americas,Northern America
2005,Greenland,GRL,17.559416,Americas,Northern America
2006,Greenland,GRL,14.064079,Americas,Northern America
2007,Greenland,GRL,14.088972,Americas,Northern America
2008,Greenland,GRL,14.119059,Americas,Northern America
2009,Greenland,GRL,17.692383,Americas,Northern America
2010,Greenland,GRL,19.429651,Americas,Northern America
2011,Greenland,GRL,1.7594947,Americas,Northern America
2012,Greenland,GRL,14.089965,Americas,Northern America
2013,Greenland,GRL,12.386531,Americas,Northern America
2014,Greenland,GRL,7.1208587,Americas,Northern America
2015,Greenland,GRL,7.1401796,Americas,Northern America
2016,Greenland,GRL,5.3513136,Americas,Northern America
2023,Greenland,GRL,NA,Americas,Northern America
2000,Grenada,GRD,13.959851,Americas,Latin America and the Caribbean
2001,Grenada,GRD,5.5562243,Americas,Latin America and the Caribbean
2002,Grenada,GRD,12.914593,Americas,Latin America and the Caribbean
2003,Grenada,GRD,8.265677,Americas,Latin America and the Caribbean
2004,Grenada,GRD,5.4883485,Americas,Latin America and the Caribbean
2005,Grenada,GRD,10.024195,Americas,Latin America and the Caribbean
2006,Grenada,GRD,10.895768,Americas,Latin America and the Caribbean
2007,Grenada,GRD,9.952815,Americas,Latin America and the Caribbean
2008,Grenada,GRD,14.427933,Americas,Latin America and the Caribbean
2009,Grenada,GRD,6.2919087,Americas,Latin America and the Caribbean
2010,Grenada,GRD,8.961698,Americas,Latin America and the Caribbean
2011,Grenada,GRD,3.5689113,Americas,Latin America and the Caribbean
2012,Grenada,GRD,12.414154,Americas,Latin America and the Caribbean
2013,Grenada,GRD,5.286949,Americas,Latin America and the Caribbean
2014,Grenada,GRD,7.0094585,Americas,Latin America and the Caribbean
2015,Grenada,GRD,5.2321324,Americas,Latin America and the Caribbean
2016,Grenada,GRD,9.554417,Americas,Latin America and the Caribbean
2017,Grenada,GRD,10.39519,Americas,Latin America and the Caribbean
2018,Grenada,GRD,10.3724575,Americas,Latin America and the Caribbean
2019,Grenada,GRD,13.795303,Americas,Latin America and the Caribbean
2020,Grenada,GRD,12.033591,Americas,Latin America and the Caribbean
2021,Grenada,GRD,4.2849493,Americas,Latin America and the Caribbean
2022,Grenada,GRD,6.8426948,Americas,Latin America and the Caribbean
2023,Grenada,GRD,13.665752,Americas,Latin America and the Caribbean
2004,Guadeloupe,GLP,6.328282,Americas,Latin America and the Caribbean
2005,Guadeloupe,GLP,5.636198,Americas,Latin America and the Caribbean
2006,Guadeloupe,GLP,5.893635,Americas,Latin America and the Caribbean
2007,Guadeloupe,GLP,7.10269,Americas,Latin America and the Caribbean
2008,Guadeloupe,GLP,7.8243628,Americas,Latin America and the Caribbean
2009,Guadeloupe,GLP,8.802128,Americas,Latin America and the Caribbean
2011,Guadeloupe,GLP,6.6006036,Americas,Latin America and the Caribbean
2012,Guadeloupe,GLP,7.5766373,Americas,Latin America and the Caribbean
2013,Guadeloupe,GLP,8.570837,Americas,Latin America and the Caribbean
2014,Guadeloupe,GLP,5.1642666,Americas,Latin America and the Caribbean
2015,Guadeloupe,GLP,9.654648,Americas,Latin America and the Caribbean
2016,Guadeloupe,GLP,5.684156,Americas,Latin America and the Caribbean
2023,Guadeloupe,GLP,NA,Americas,Latin America and the Caribbean
2000,Guam,GUM,1.2494924,Oceania,Micronesia
2001,Guam,GUM,4.9587955,Oceania,Micronesia
2002,Guam,GUM,1.232172,Oceania,Micronesia
2003,Guam,GUM,4.9038687,Oceania,Micronesia
2004,Guam,GUM,5.494187,Oceania,Micronesia
2005,Guam,GUM,4.2588015,Oceania,Micronesia
2006,Guam,GUM,6.673178,Oceania,Micronesia
2007,Guam,GUM,0.6050815,Oceania,Micronesia
2008,Guam,GUM,0.6035258,Oceania,Micronesia
2009,Guam,GUM,3.0089123,Oceania,Micronesia
2010,Guam,GUM,1.8015692,Oceania,Micronesia
2011,Guam,GUM,2.401782,Oceania,Micronesia
2019,Guam,GUM,4.326115,Oceania,Micronesia
2023,Guam,GUM,NA,Oceania,Micronesia
1992,Guatemala,GTM,28.029041,Americas,Latin America and the Caribbean
1993,Guatemala,GTM,33.03762,Americas,Latin America and the Caribbean
1994,Guatemala,GTM,32.249016,Americas,Latin America and the Caribbean
1995,Guatemala,GTM,31.610601,Americas,Latin America and the Caribbean
1996,Guatemala,GTM,34.194653,Americas,Latin America and the Caribbean
1997,Guatemala,GTM,36.82161,Americas,Latin America and the Caribbean
1998,Guatemala,GTM,29.715027,Americas,Latin America and the Caribbean
1999,Guatemala,GTM,23.242653,Americas,Latin America and the Caribbean
2000,Guatemala,GTM,24.825623,Americas,Latin America and the Caribbean
2001,Guatemala,GTM,26.98543,Americas,Latin America and the Caribbean
2002,Guatemala,GTM,29.648281,Americas,Latin America and the Caribbean
2003,Guatemala,GTM,33.82607,Americas,Latin America and the Caribbean
2004,Guatemala,GTM,35.190586,Americas,Latin America and the Caribbean
2005,Guatemala,GTM,40.78661,Americas,Latin America and the Caribbean
2006,Guatemala,GTM,44.024822,Americas,Latin America and the Caribbean
2007,Guatemala,GTM,42.34532,Americas,Latin America and the Caribbean
2008,Guatemala,GTM,45.15193,Americas,Latin America and the Caribbean
2009,Guatemala,GTM,45.71031,Americas,Latin America and the Caribbean
2010,Guatemala,GTM,41.10313,Americas,Latin America and the Caribbean
2011,Guatemala,GTM,38.40557,Americas,Latin America and the Caribbean
2012,Guatemala,GTM,34.1625,Americas,Latin America and the Caribbean
2013,Guatemala,GTM,33.50157,Americas,Latin America and the Caribbean
2014,Guatemala,GTM,33.49759,Americas,Latin America and the Caribbean
2017,Guatemala,GTM,32.805473,Americas,Latin America and the Caribbean
2018,Guatemala,GTM,28.903543,Americas,Latin America and the Caribbean
2019,Guatemala,GTM,25.941599,Americas,Latin America and the Caribbean
2020,Guatemala,GTM,18.188286,Americas,Latin America and the Caribbean
2021,Guatemala,GTM,20.24587,Americas,Latin America and the Caribbean
2022,Guatemala,GTM,22.04744,Americas,Latin America and the Caribbean
2023,Guatemala,GTM,23.365726,Americas,Latin America and the Caribbean
2023,Guernsey,GGY,NA,Europe,Northern Europe
2023,Guinea,GIN,NA,Africa,Sub-Saharan Africa
2016,Guinea-Bissau,GNB,3.4936528,Africa,Sub-Saharan Africa
2017,Guinea-Bissau,GNB,1.118764,Africa,Sub-Saharan Africa
2023,Guinea-Bissau,GNB,NA,Africa,Sub-Saharan Africa
1990,Guyana,GUY,12.001704,Americas,Latin America and the Caribbean
1991,Guyana,GUY,25.67322,Americas,Latin America and the Caribbean
1992,Guyana,GUY,14.001661,Americas,Latin America and the Caribbean
1993,Guyana,GUY,15.538581,Americas,Latin America and the Caribbean
1994,Guyana,GUY,14.289088,Americas,Latin America and the Caribbean
1995,Guyana,GUY,14.3726,Americas,Latin America and the Caribbean
1996,Guyana,GUY,11.570939,Americas,Latin America and the Caribbean
1997,Guyana,GUY,11.413661,Americas,Latin America and the Caribbean
1998,Guyana,GUY,14.798605,Americas,Latin America and the Caribbean
1999,Guyana,GUY,11.903469,Americas,Latin America and the Caribbean
2000,Guyana,GUY,9.936823,Americas,Latin America and the Caribbean
2001,Guyana,GUY,10.4646635,Americas,Latin America and the Caribbean
2002,Guyana,GUY,18.725807,Americas,Latin America and the Caribbean
2003,Guyana,GUY,27.388231,Americas,Latin America and the Caribbean
2004,Guyana,GUY,17.182177,Americas,Latin America and the Caribbean
2005,Guyana,GUY,18.661768,Americas,Latin America and the Caribbean
2006,Guyana,GUY,20.158993,Americas,Latin America and the Caribbean
2007,Guyana,GUY,15.194345,Americas,Latin America and the Caribbean
2008,Guyana,GUY,20.938065,Americas,Latin America and the Caribbean
2009,Guyana,GUY,15.556566,Americas,Latin America and the Caribbean
2010,Guyana,GUY,18.68519,Americas,Latin America and the Caribbean
2011,Guyana,GUY,17.4227,Americas,Latin America and the Caribbean
2012,Guyana,GUY,18.625505,Americas,Latin America and the Caribbean
2013,Guyana,GUY,20.666075,Americas,Latin America and the Caribbean
2014,Guyana,GUY,19.755274,Americas,Latin America and the Caribbean
2015,Guyana,GUY,19.636759,Americas,Latin America and the Caribbean
2016,Guyana,GUY,18.59739,Americas,Latin America and the Caribbean
2017,Guyana,GUY,14.964635,Americas,Latin America and the Caribbean
2018,Guyana,GUY,14.023022,Americas,Latin America and the Caribbean
2019,Guyana,GUY,16.838665,Americas,Latin America and the Caribbean
2020,Guyana,GUY,19.44317,Americas,Latin America and the Caribbean
2021,Guyana,GUY,16.06412,Americas,Latin America and the Caribbean
2022,Guyana,GUY,15.943781,Americas,Latin America and the Caribbean
2023,Guyana,GUY,19.120157,Americas,Latin America and the Caribbean
2007,Haiti,HTI,5.1849422,Americas,Latin America and the Caribbean
2008,Haiti,HTI,5.2251787,Americas,Latin America and the Caribbean
2009,Haiti,HTI,6.171578,Americas,Latin America and the Caribbean
2010,Haiti,HTI,6.905842,Americas,Latin America and the Caribbean
2011,Haiti,HTI,9.218446,Americas,Latin America and the Caribbean
2012,Haiti,HTI,10.258427,Americas,Latin America and the Caribbean
2013,Haiti,HTI,10.163991,Americas,Latin America and the Caribbean
2014,Haiti,HTI,9.447391,Americas,Latin America and the Caribbean
2015,Haiti,HTI,10.177472,Americas,Latin America and the Caribbean
2016,Haiti,HTI,9.633174,Americas,Latin America and the Caribbean
