year,country,isocode,region,subregion,pib_per_capita,indice_gini,tasa_desempleo_joven,tasa_homicidio,dummy_outlier_tasa_homicidio,dummy_outlier_pib_per_capita,dummy_outlier_tasa_desempleo_joven,dummy_outlier_indice_gini
2020,Guyana,GUY,Americas,Latin America and the Caribbean,16819.4228714695,NA,30.857,19.44317,1,0,0,0
2015,Guyana,GUY,Americas,Latin America and the Caribbean,11408.473901349,NA,24.227,19.636759,1,0,0,0
2010,Guyana,GUY,Americas,Latin America and the Caribbean,9336.59830212594,NA,22.558,18.68519,0,0,0,0
2020,Haiti,HTI,Americas,Latin America and the Caribbean,3103.18066312462,NA,39.687,11.384003,0,0,0,0
2015,Haiti,HTI,Americas,Latin America and the Caribbean,3025.83461728258,NA,34.082,10.177472,0,0,0,0
2010,Haiti,HTI,Americas,Latin America and the Caribbean,2694.91104137315,NA,36.948,6.905842,0,0,0,0
2020,Honduras,HND,Americas,Latin America and the Caribbean,5384.69831983038,NA,17.087,35.70285,1,0,0,0
2015,Honduras,HND,Americas,Latin America and the Caribbean,4845.59566521125,49.2,11.042,55.73054,1,0,0,0
2010,Honduras,HND,Americas,Latin America and the Caribbean,3757.5464206245,53.1,7.506,74.54089,1,0,0,0
2020,"Hong Kong SAR, China",HKG,Asia,Eastern Asia,58187.4764072535,NA,15.533,NA,0,0,0,0
2015,"Hong Kong SAR, China",HKG,Asia,Eastern Asia,56043.042695697,NA,10.424,NA,0,0,0,0
2010,"Hong Kong SAR, China",HKG,Asia,Eastern Asia,49197.6589927693,NA,12.097,NA,0,0,0,0
2020,Hungary,HUN,Europe,Eastern Europe,35583.5855675637,NA,12.757,0.82055855,0,0,0,0
2015,Hungary,HUN,Europe,Eastern Europe,26944.9597666868,30.4,17.272,2.246115,0,0,0,0
2010,Hungary,HUN,Europe,Eastern Europe,21693.4020663431,29.4,26.393,1.3828863,0,0,0,0
2020,Iceland,ISL,Europe,Northern Europe,55796.7454667632,NA,9.871,1.3638322,0,0,0,0
2015,Iceland,ISL,Europe,Northern Europe,49214.2648614584,26.8,8.573,0.9064772,0,0,0,0
2010,Iceland,ISL,Europe,Northern Europe,39768.4169599139,26.2,15.851,0.6286185,0,0,0,0
2020,India,IND,Asia,Southern Asia,6966.27542785911,NA,24.666,2.9352973,0,0,0,0
2015,India,IND,Asia,Southern Asia,5425.03599091046,NA,24.959,3.3412788,0,0,0,0
2010,India,IND,Asia,Southern Asia,4206.45986002117,NA,23.348,3.7362838,0,0,0,0
2020,Indonesia,IDN,Asia,South-eastern Asia,11729.3674458448,35.3,14.773,NA,0,0,0,0
2015,Indonesia,IDN,Asia,South-eastern Asia,10027.5372996025,38.2,17.224,NA,0,0,0,0
2010,Indonesia,IDN,Asia,South-eastern Asia,8353.45684733249,34.6,17.691,NA,0,0,0,0
2020,"Iran, Islamic Rep.",IRN,Asia,Southern Asia,14110.3191444298,35.8,23.712,NA,0,0,0,0
2015,"Iran, Islamic Rep.",IRN,Asia,Southern Asia,13689.7646428107,35.3,25.962,NA,0,0,0,0
2010,"Iran, Islamic Rep.",IRN,Asia,Southern Asia,17865.9413811134,NA,28.7,NA,0,0,0,0
2020,Iraq,IRQ,Asia,Western Asia,10573.9304750715,NA,34.823,NA,0,0,0,0
2015,Iraq,IRQ,Asia,Western Asia,9334.46604866315,NA,21.354,NA,0,0,0,0
2010,Iraq,IRQ,Asia,Western Asia,12186.1929623841,NA,16.578,8.66796,0,0,0,0
2020,Ireland,IRL,Europe,Northern Europe,97799.9225748607,29.2,15.263,0.6221643,0,1,0,0
2015,Ireland,IRL,Europe,Northern Europe,71607.4568294649,31.8,20.235,0.5741643,0,1,0,0
2010,Ireland,IRL,Europe,Northern Europe,43216.9847302406,32.3,28.157,1.1844496,0,0,0,0
2020,Isle of Man,IMN,Europe,Northern Europe,NA,NA,NA,NA,0,0,0,0
2015,Isle of Man,IMN,Europe,Northern Europe,NA,NA,NA,1.1962724,0,0,0,0
2010,Isle of Man,IMN,Europe,Northern Europe,NA,NA,NA,NA,0,0,0,0
2020,Israel,ISR,Asia,Western Asia,40955.2856179152,37.8,7.645,1.6703832,0,0,0,0
2015,Israel,ISR,Asia,Western Asia,35868.9736376014,39.7,9.202,1.4901448,0,0,0,0
2010,Israel,ISR,Asia,Western Asia,29455.8218132531,42.6,14.22,2.044506,0,0,0,0
2020,Italy,ITA,Europe,Southern Europe,44435.6434393527,35.2,29.39,0.4756916,0,0,0,0
2015,Italy,ITA,Europe,Southern Europe,37394.4535005423,35.4,40.316,0.77424276,0,0,0,0
2010,Italy,ITA,Europe,Southern Europe,34977.9942339965,34.7,27.91,0.87926024,0,0,0,0
2020,Jamaica,JAM,Americas,Latin America and the Caribbean,8991.16205633754,NA,20.087,47.090176,1,0,0,0
2015,Jamaica,JAM,Americas,Latin America and the Caribbean,8985.5766781795,NA,25.777,43.13953,1,0,0,0
2010,Jamaica,JAM,Americas,Latin America and the Caribbean,8080.14850837338,NA,20.451,52.645607,1,0,0,0
2020,Japan,JPN,Asia,Eastern Asia,42425.6946789651,32.3,4.679,0.2517724,0,0,0,0
2015,Japan,JPN,Asia,Eastern Asia,40906.594569246,30.7,5.471,0.28520724,0,0,0,0
2010,Japan,JPN,Asia,Eastern Asia,35335.3735103814,31.5,9.46,0.36275616,0,0,0,0
2020,Jordan,JOR,Asia,Western Asia,9579.20081317696,NA,42.458,0.9939967,0,0,0,0
2015,Jordan,JOR,Asia,Western Asia,8967.07995837808,NA,30.914,1.7706108,0,0,0,0
2010,Jordan,JOR,Asia,Western Asia,9416.64386806071,33.7,30.131,1.7541351,0,0,0,0
2020,Kazakhstan,KAZ,Asia,Central Asia,29039.8229624509,28.7,3.769,3.110545,0,0,0,0
2015,Kazakhstan,KAZ,Asia,Central Asia,22484.3651382607,26.8,3.754,4.7168326,0,0,0,0
2010,Kazakhstan,KAZ,Asia,Central Asia,18641.8061477073,28,5.215,8.237903,0,0,0,0
2020,Kenya,KEN,Africa,Sub-Saharan Africa,4792.57315847182,36.2,13.649,3.5601206,0,0,0,0
2015,Kenya,KEN,Africa,Sub-Saharan Africa,3678.32614146019,40.8,7.3,4.8015943,0,0,0,0
2010,Kenya,KEN,Africa,Sub-Saharan Africa,2634.89271323826,NA,7.053,4.629967,0,0,0,0
2020,Kiribati,KIR,Oceania,Micronesia,2710.90622817554,NA,NA,NA,0,0,0,0
2015,Kiribati,KIR,Oceania,Micronesia,2310.6029149637,NA,NA,NA,0,0,0,0
2010,Kiribati,KIR,Oceania,Micronesia,1724.46710150819,NA,NA,3.6797173,0,0,0,0
2020,"Korea, Dem. People's Rep.",PRK,Asia,Eastern Asia,NA,NA,7.418,NA,0,0,0,0
2015,"Korea, Dem. People's Rep.",PRK,Asia,Eastern Asia,NA,NA,6.757,NA,0,0,0,0
2010,"Korea, Dem. People's Rep.",PRK,Asia,Eastern Asia,NA,NA,6.49,NA,0,0,0,0
2020,"Korea, Rep.",KOR,Asia,Eastern Asia,45142.7634505403,32.7,10.143,NA,0,0,0,0
2015,"Korea, Rep.",KOR,Asia,Eastern Asia,37907.5003102016,NA,9.899,NA,0,0,0,0
2010,"Korea, Rep.",KOR,Asia,Eastern Asia,31736.6284370925,32,8.54,NA,0,0,0,0
2020,Kuwait,KWT,Asia,Western Asia,41461.7235103219,NA,19.149,0.24999182,0,0,0,0
2015,Kuwait,KWT,Asia,Western Asia,45267.3085910026,NA,16.179,NA,0,0,0,0
2010,Kuwait,KWT,Asia,Western Asia,75184.0866636559,NA,8.581,2.0384786,0,1,0,0
2020,Kyrgyz Republic,KGZ,Asia,Central Asia,5178.5619670404,29,8.468,NA,0,0,0,0
2015,Kyrgyz Republic,KGZ,Asia,Central Asia,4153.3766990372,29,6.448,NA,0,0,0,0
2010,Kyrgyz Republic,KGZ,Asia,Central Asia,3075.61554332455,30.1,5.237,NA,0,0,0,0
2020,Lao PDR,LAO,Asia,South-eastern Asia,7913.38660650276,NA,4.261,NA,0,0,0,0
2015,Lao PDR,LAO,Asia,South-eastern Asia,6086.0673044622,NA,4.524,NA,0,0,0,0
2010,Lao PDR,LAO,Asia,South-eastern Asia,3772.26605172404,NA,1.572,NA,0,0,0,0
2020,Latvia,LVA,Europe,Northern Europe,32741.4207691987,35.7,14.868,3.6820333,0,0,0,0
2015,Latvia,LVA,Europe,Northern Europe,24137.87643586,34.2,16.316,3.3874876,0,0,0,0
2010,Latvia,LVA,Europe,Northern Europe,17343.4658666613,35,36.24,NA,0,0,0,0
2020,Lebanon,LBN,Asia,Western Asia,16259.7051312281,NA,27.028,2.24467,0,0,0,0
2015,Lebanon,LBN,Asia,Western Asia,17045.898285301,NA,20.569,3.5689626,0,0,0,0
2010,Lebanon,LBN,Asia,Western Asia,14703.6153215084,NA,16.067,3.2333007,0,0,0,0
2020,Lesotho,LSO,Africa,Sub-Saharan Africa,2559.09776834929,NA,28.298,NA,0,0,0,0
2015,Lesotho,LSO,Africa,Sub-Saharan Africa,3034.64692924848,NA,24.034,NA,0,0,0,0
2010,Lesotho,LSO,Africa,Sub-Saharan Africa,2152.91528289768,NA,23.046,NA,0,0,0,0
2020,Liberia,LBR,Africa,Sub-Saharan Africa,1659.52109145991,NA,2.931,NA,0,0,0,0
2015,Liberia,LBR,Africa,Sub-Saharan Africa,1340.43279741197,NA,1.923,NA,0,0,0,0
2010,Liberia,LBR,Africa,Sub-Saharan Africa,980.1181397741,NA,3.151,3.1782088,0,0,0,0
2020,Libya,LBY,Africa,Northern Africa,10954.799045265,NA,53.366,NA,0,0,0,0
2015,Libya,LBY,Africa,Northern Africa,17903.2565395803,NA,51.486,NA,0,0,1,0
2010,Libya,LBY,Africa,Northern Africa,30234.0918728805,NA,49.499,NA,0,0,1,0
2020,Liechtenstein,LIE,Europe,Western Europe,NA,NA,NA,2.5795135,0,0,0,0
2015,Liechtenstein,LIE,Europe,Western Europe,NA,NA,NA,0,0,0,0,0
2010,Liechtenstein,LIE,Europe,Western Europe,NA,NA,NA,2.7778935,0,0,0,0
2020,Lithuania,LTU,Europe,Northern Europe,41262.7276941725,36,19.556,3.6126075,0,0,0,0
2015,Lithuania,LTU,Europe,Northern Europe,28853.9978560937,37.4,16.302,5.9192696,0,0,0,0
2010,Lithuania,LTU,Europe,Northern Europe,19827.948684184,33.6,35.744,7.069717,0,0,0,0
2020,Luxembourg,LUX,Europe,Western Europe,122066.739147202,33.4,23.182,0.47573966,0,1,0,0
2015,Luxembourg,LUX,Europe,Western Europe,107888.578352982,32.9,17.5,0.87790763,0,1,0,0
2010,Luxembourg,LUX,Europe,Western Europe,90346.0688268008,30.5,13.917,1.9707929,0,1,0,0
2020,"Macao SAR, China",MAC,Asia,Eastern Asia,57220.817061871,NA,7.694,NA,0,0,0,0
2015,"Macao SAR, China",MAC,Asia,Eastern Asia,108916.86260993,NA,4.339,NA,0,1,0,0
2010,"Macao SAR, China",MAC,Asia,Eastern Asia,99831.766339042,NA,5.416,NA,0,1,0,0
2020,Madagascar,MDG,Africa,Sub-Saharan Africa,1490.32312837866,NA,5.929,NA,0,0,0,0
2015,Madagascar,MDG,Africa,Sub-Saharan Africa,1496.61172412841,NA,3.305,NA,0,0,0,0
2010,Madagascar,MDG,Africa,Sub-Saharan Africa,1463.87646786391,42.4,4.791,NA,0,0,0,0
2020,Malawi,MWI,Africa,Sub-Saharan Africa,1513.45990803344,NA,7.865,NA,0,0,0,0
2015,Malawi,MWI,Africa,Sub-Saharan Africa,1403.08451209235,NA,6.731,NA,0,0,0,0
2010,Malawi,MWI,Africa,Sub-Saharan Africa,1457.60568309596,45.5,6.534,3.5072424,0,0,0,0
2020,Malaysia,MYS,Asia,South-eastern Asia,27474.7361378236,NA,12.366,0.74654263,0,0,0,0
2015,Malaysia,MYS,Asia,South-eastern Asia,24526.3942716012,41.1,10.978,1.5944778,0,0,0,0
2010,Malaysia,MYS,Asia,South-eastern Asia,20193.4092945433,NA,11.104,1.8844368,0,0,0,0
2020,Maldives,MDV,Asia,Southern Asia,13425.3674459601,NA,16.109,NA,0,0,0,0
2015,Maldives,MDV,Asia,Southern Asia,17875.0989419263,NA,16.747,0.93424326,0,0,0,0
2010,Maldives,MDV,Asia,Southern Asia,12797.3279369096,NA,23.331,1.6630081,0,0,0,0
2020,Mali,MLI,Africa,Sub-Saharan Africa,2723.70094784441,NA,6.733,NA,0,0,0,0
2015,Mali,MLI,Africa,Sub-Saharan Africa,2330.24293947692,NA,2.169,NA,0,0,0,0
2010,Mali,MLI,Africa,Sub-Saharan Africa,1997.68294373356,NA,2.176,NA,0,0,0,0
2020,Malta,MLT,Europe,Southern Europe,49987.8929839855,31.4,10.872,1.3508128,0,0,0,0
2015,Malta,MLT,Europe,Southern Europe,38379.0106589466,29.4,11.653,0.89891577,0,0,0,0
2010,Malta,MLT,Europe,Southern Europe,28912.3673064801,29,13.229,0.94640845,0,0,0,0
2020,Marshall Islands,MHL,Oceania,Micronesia,6136.97119702131,NA,NA,NA,0,0,0,0
2015,Marshall Islands,MHL,Oceania,Micronesia,4125.1616927563,NA,NA,NA,0,0,0,0
2010,Marshall Islands,MHL,Oceania,Micronesia,3473.40469896159,NA,NA,NA,0,0,0,0
2020,Mauritania,MRT,Africa,Sub-Saharan Africa,5740.73959690129,NA,25.601,0.9999715,0,0,0,0
2015,Mauritania,MRT,Africa,Sub-Saharan Africa,3977.61171275863,NA,18.509,NA,0,0,0,0
2010,Mauritania,MRT,Africa,Sub-Saharan Africa,3177.84436561165,NA,15.331,NA,0,0,0,0
2020,Mauritius,MUS,Africa,Sub-Saharan Africa,21326.224396378,NA,24.795,2.727507,0,0,0,0
2015,Mauritius,MUS,Africa,Sub-Saharan Africa,20011.3333068005,NA,25.564,1.6250405,0,0,0,0
2010,Mauritius,MUS,Africa,Sub-Saharan Africa,15913.9099205525,NA,23.524,2.572679,0,0,0,0
2020,Mexico,MEX,Americas,Latin America and the Caribbean,19354.1248722314,44.6,8.053,29.001005,1,0,0,0
2015,Mexico,MEX,Americas,Latin America and the Caribbean,19075.3384711297,NA,8.516,17.14843,1,0,0,0
2010,Mexico,MEX,Americas,Latin America and the Caribbean,15908.8603191799,47.7,9.704,22.668648,1,0,0,0
2020,"Micronesia, Fed. Sts.",FSM,Oceania,Micronesia,3682.39299463483,NA,NA,NA,0,0,0,0
2015,"Micronesia, Fed. Sts.",FSM,Oceania,Micronesia,3346.80950600201,NA,NA,NA,0,0,0,0
2010,"Micronesia, Fed. Sts.",FSM,Oceania,Micronesia,3125.91252899737,NA,NA,NA,0,0,0,0
2020,Moldova,MDA,Europe,Eastern Europe,13527.4413130967,25,4.015,3.0301738,0,0,0,0
2015,Moldova,MDA,Europe,Eastern Europe,9197.61838204272,27,3.251,5.749636,0,0,0,0
2010,Moldova,MDA,Europe,Eastern Europe,6323.06287905206,32.1,5.607,7.2962728,0,0,0,0
2020,Monaco,MCO,Europe,Western Europe,NA,NA,NA,NA,0,0,0,0
2015,Monaco,MCO,Europe,Western Europe,NA,NA,NA,NA,0,0,0,0
2010,Monaco,MCO,Europe,Western Europe,NA,NA,NA,NA,0,0,0,0
2020,Mongolia,MNG,Asia,Eastern Asia,13693.179806943,NA,15.947,6.2295156,0,0,0,0
2015,Mongolia,MNG,Asia,Eastern Asia,10458.3027240524,NA,12.738,7.1895905,0,0,0,0
2010,Mongolia,MNG,Asia,Eastern Asia,7531.62557442648,33.1,14.559,8.846177,0,0,0,0
2020,Montenegro,MNE,Europe,Southern Europe,20827.4892978607,35.4,36.216,2.9608428,0,0,0,0
2015,Montenegro,MNE,Europe,Southern Europe,16271.9861609659,39,37.722,2.7063816,0,0,0,0
2010,Montenegro,MNE,Europe,Southern Europe,13633.6988304649,28.9,36.721,2.3730855,0,0,0,0
2020,Morocco,MAR,Africa,Northern Africa,7704.84912109375,NA,26.88,2.9329595999999998,0,0,0,0
2015,Morocco,MAR,Africa,Northern Africa,7799.09228515625,NA,20.825,1.2453916,0,0,0,0
2010,Morocco,MAR,Africa,Northern Africa,6848.66748046875,NA,17.621,1.3891021,0,0,0,0
2020,Mozambique,MOZ,Africa,Sub-Saharan Africa,1411.62040229911,NA,8.329,NA,0,0,0,0
2015,Mozambique,MOZ,Africa,Sub-Saharan Africa,1317.88785956822,NA,7.097,NA,0,0,0,0
2010,Mozambique,MOZ,Africa,Sub-Saharan Africa,1000.2411486648,NA,6.871,3.8044744,0,0,0,0
2020,Myanmar,MMR,Asia,South-eastern Asia,5740.99045843992,NA,4.955,2.9632273,0,0,0,0
2015,Myanmar,MMR,Asia,South-eastern Asia,4458.69054442659,38.1,1.588,2.548491,0,0,0,0
2010,Myanmar,MMR,Asia,South-eastern Asia,3348.12889497049,NA,1.502,1.6338809,0,0,0,0
2020,Namibia,NAM,Africa,Sub-Saharan Africa,9354.13136713077,NA,41.433,11.103938,0,0,0,0
2015,Namibia,NAM,Africa,Sub-Saharan Africa,10465.8920558516,59.1,41.25,NA,0,0,0,1
2010,Namibia,NAM,Africa,Sub-Saharan Africa,8538.19995395948,NA,44.529,14.8828535,0,0,0,0
2020,Nauru,NRU,Oceania,Micronesia,10941.6636727977,NA,NA,NA,0,0,0,0
2015,Nauru,NRU,Oceania,Micronesia,10020.3777452081,NA,NA,NA,0,0,0,0
2010,Nauru,NRU,Oceania,Micronesia,5667.93968133576,NA,NA,NA,0,0,0,0
2020,Nepal,NPL,Asia,Southern Asia,4235.57462326905,NA,24.041,2.1300414,0,0,0,0
2015,Nepal,NPL,Asia,Southern Asia,2957.30559145504,NA,19.404,2.1492524,0,0,0,0
2010,Nepal,NPL,Asia,Southern Asia,2139.22749384013,32.8,19.189,2.9734526,0,0,0,0
2020,Netherlands,NLD,Europe,Western Europe,62596.6302027524,26,8.875,0.6860682,0,0,0,0
2015,Netherlands,NLD,Europe,Western Europe,50970.348484391,28.2,11.103,0.6079229,0,0,0,0
2010,Netherlands,NLD,Europe,Western Europe,45306.3078054895,27.8,10.77,0.85861295,0,0,0,0
2020,New Caledonia,NCL,Oceania,Melanesia,NA,NA,46.146,NA,0,0,0,0
2015,New Caledonia,NCL,Oceania,Melanesia,NA,NA,37.624,NA,0,0,0,0
2010,New Caledonia,NCL,Oceania,Melanesia,NA,NA,36.027,NA,0,0,0,0
2020,New Zealand,NZL,Oceania,Australia and New Zealand,45354.1561628727,NA,12.442,1.0256623,0,0,0,0
2015,New Zealand,NZL,Oceania,Australia and New Zealand,37578.02761327,NA,13.872,1.0403056,0,0,0,0
2010,New Zealand,NZL,Oceania,Australia and New Zealand,31292.9527570392,NA,17.421,0.98901266,0,0,0,0
2020,Nicaragua,NIC,Americas,Latin America and the Caribbean,6274.09456741388,NA,11.467,NA,0,0,0,0
2015,Nicaragua,NIC,Americas,Latin America and the Caribbean,5448.89226010317,NA,8.792,8.521133,0,0,0,0
2010,Nicaragua,NIC,Americas,Latin America and the Caribbean,4042.22071276517,NA,12.062,13.682036,0,0,0,0
2020,Niger,NER,Africa,Sub-Saharan Africa,1496.83350023022,NA,0.762,NA,0,0,0,0
2015,Niger,NER,Africa,Sub-Saharan Africa,1172.19178758955,NA,0.703,NA,0,0,0,0
2010,Niger,NER,Africa,Sub-Saharan Africa,1057.51100257385,NA,1.214,NA,0,0,0,0
2020,Nigeria,NGA,Africa,Sub-Saharan Africa,5353.70554899388,NA,10.851,NA,0,0,0,0
2015,Nigeria,NGA,Africa,Sub-Saharan Africa,5189.45397195461,35.9,8.751,NA,0,0,0,0
2010,Nigeria,NGA,Africa,Sub-Saharan Africa,4474.60705075023,35.7,8.116,NA,0,0,0,0
2020,North Macedonia,MKD,Europe,Southern Europe,19962.1686066623,NA,35.622,0.58760196,0,0,0,0
2015,North Macedonia,MKD,Europe,Southern Europe,15038.1859543119,35.6,47.478,1.2623929,0,0,0,0
2010,North Macedonia,MKD,Europe,Southern Europe,11993.5315145202,40.1,55.198,2.0960221,0,0,1,0
2020,Northern Mariana Islands,MNP,Oceania,Micronesia,NA,NA,NA,NA,0,0,0,0
2015,Northern Mariana Islands,MNP,Oceania,Micronesia,NA,NA,NA,NA,0,0,0,0
2010,Northern Mariana Islands,MNP,Oceania,Micronesia,NA,NA,NA,NA,0,0,0,0
2020,Norway,NOR,Europe,Northern Europe,67110.6045705502,28.4,11.188,0.576286,0,0,0,0
2015,Norway,NOR,Europe,Northern Europe,60754.1816916377,27.5,9.779,0.46244815,0,0,0,0
2010,Norway,NOR,Europe,Northern Europe,58219.6143463523,25.7,9.192,0.5931487,0,0,0,0
2020,Oman,OMN,Asia,Western Asia,35163.3281781415,NA,13.51,0.30956355,0,0,0,0
2015,Oman,OMN,Asia,Western Asia,36058.1666084788,NA,15.135,0.3823274,0,0,0,0
2010,Oman,OMN,Asia,Western Asia,55667.4687778644,NA,13.93,1.7407413,0,0,0,0
2020,Pakistan,PAK,Asia,Southern Asia,5048.0213062963,NA,10.837,3.5531652,0,0,0,0
2015,Pakistan,PAK,Asia,Southern Asia,4480.26313460985,31.3,6.682,4.3655767,0,0,0,0
2010,Pakistan,PAK,Asia,Southern Asia,3785.70113530595,28.8,1.287,6.620188,0,0,0,0
2020,Palau,PLW,Oceania,Micronesia,17367.2676432665,NA,NA,NA,0,0,0,0
2015,Palau,PLW,Oceania,Micronesia,17685.0596076711,NA,NA,16.88286,1,0,0,0
2010,Palau,PLW,Oceania,Micronesia,13448.9332812883,NA,NA,NA,0,0,0,0
2020,Panama,PAN,Americas,Latin America and the Caribbean,27017.0033688951,NA,33.033,11.646159,0,0,0,0
2015,Panama,PAN,Americas,Latin America and the Caribbean,27245.2788533669,50.8,11.675,11.893836,0,0,0,0
2010,Panama,PAN,Americas,Latin America and the Caribbean,15572.5787194419,51.6,13.43,12.677293,0,0,0,0
2020,Papua New Guinea,PNG,Oceania,Melanesia,3899.57719236851,NA,4.541,NA,0,0,0,0
2015,Papua New Guinea,PNG,Oceania,Melanesia,3669.73871592695,NA,4.242,NA,0,0,0,0
2010,Papua New Guinea,PNG,Oceania,Melanesia,2911.8920318969,NA,3.574,9.34038,0,0,0,0
2020,Paraguay,PRY,Americas,Latin America and the Caribbean,14308.8787738328,43.5,17.152,7.283752,0,0,0,0
2015,Paraguay,PRY,Americas,Latin America and the Caribbean,12679.0574753215,47.6,10.922,10.017693,0,0,0,0
2010,Paraguay,PRY,Americas,Latin America and the Caribbean,10893.3149199543,51,10.614,12.913972,0,0,0,0
2020,Peru,PER,Americas,Latin America and the Caribbean,12563.3038060893,43.7,12.659,5.795013,0,0,0,0
2015,Peru,PER,Americas,Latin America and the Caribbean,11600.3873992867,43.4,6.877,7.377469,0,0,0,0
2010,Peru,PER,Americas,Latin America and the Caribbean,9713.35863309362,45.5,6.843,NA,0,0,0,0
2020,Philippines,PHL,Asia,South-eastern Asia,8238.36802037457,NA,6.987,NA,0,0,0,0
2015,Philippines,PHL,Asia,South-eastern Asia,6894.26702217935,44.6,8.509,NA,0,0,0,0
2010,Philippines,PHL,Asia,South-eastern Asia,5489.23543457601,NA,9.736,8.973695,0,0,0,0
2020,Poland,POL,Europe,Eastern Europe,37089.3004256812,28.5,10.831,0.6968639,0,0,0,0
2015,Poland,POL,Europe,Eastern Europe,26995.3408713745,31.8,20.684,0.7787528,0,0,0,0
2010,Poland,POL,Europe,Eastern Europe,20993.2495602577,33.2,23.576,1.007997,0,0,0,0
2020,Portugal,PRT,Europe,Southern Europe,35966.712796561,34.7,22.494,0.7810602,0,0,0,0
2015,Portugal,PRT,Europe,Southern Europe,29615.9560854108,35.5,31.947,0.9642953,0,0,0,0
2010,Portugal,PRT,Europe,Southern Europe,27295.1035561802,35.8,22.753,1.1721711,0,0,0,0
2020,Puerto Rico (US),PRI,Americas,Latin America and the Caribbean,36858.6085217908,NA,19.578,NA,0,0,0,0
2015,Puerto Rico (US),PRI,Americas,Latin America and the Caribbean,32323.5456459985,NA,26.508,NA,0,0,0,0
2010,Puerto Rico (US),PRI,Americas,Latin America and the Caribbean,30908.7986630853,NA,34.978,NA,0,0,0,0
2020,Qatar,QAT,Asia,Western Asia,82149.3573751713,NA,0.48,0.42805547,0,1,0,0
2015,Qatar,QAT,Asia,Western Asia,102545.939634633,NA,0.569,0.24718513,0,1,0,0
2010,Qatar,QAT,Asia,Western Asia,151646.217415364,NA,1.296,0.23402357,0,1,0,0
2020,Romania,ROU,Europe,Eastern Europe,34386.1207230181,34.6,17.586,1.4490161,0,0,0,0
2015,Romania,ROU,Europe,Eastern Europe,21630.3143728731,35.9,22.038,1.706002,0,0,0,0
2010,Romania,ROU,Europe,Eastern Europe,17356.6588564889,35.5,22.193,1.3018428,0,0,0,0
2020,Russian Federation,RUS,Europe,Eastern Europe,31490.8046875,33.7,17.001,NA,0,0,0,0
2015,Russian Federation,RUS,Europe,Eastern Europe,23994.013671875,36.5,16.403,NA,0,0,0,0
2010,Russian Federation,RUS,Europe,Eastern Europe,20490.126953125,39.5,17.19,NA,0,0,0,0
2020,Rwanda,RWA,Africa,Sub-Saharan Africa,2284.89889795328,NA,15.947,3.6124742,0,0,0,0
2015,Rwanda,RWA,Africa,Sub-Saharan Africa,1780.74171636863,NA,16.606,2.5171773,0,0,0,0
2010,Rwanda,RWA,Africa,Sub-Saharan Africa,1314.13559494324,47.2,16.134,2.820436,0,0,0,0
2020,Samoa,WSM,Oceania,Polynesia,6450.76538373229,NA,17.747,NA,0,0,0,0
2015,Samoa,WSM,Oceania,Polynesia,5681.77812768843,NA,18.061,NA,0,0,0,0
2010,Samoa,WSM,Oceania,Polynesia,5229.04191199124,NA,14.624,8.289189,0,0,0,0
2020,San Marino,SMR,Europe,Southern Europe,55206.5812324405,NA,NA,NA,0,0,0,0
2015,San Marino,SMR,Europe,Southern Europe,52247.2078276415,NA,NA,NA,0,0,0,0
2010,San Marino,SMR,Europe,Southern Europe,58926.1403701298,NA,NA,0,0,0,0,0
2020,Sao Tome and Principe,STP,Africa,Sub-Saharan Africa,5144.53560286014,NA,9.446,NA,0,0,0,0
2015,Sao Tome and Principe,STP,Africa,Sub-Saharan Africa,3171.50905832741,NA,12.8,NA,0,0,0,0
2010,Sao Tome and Principe,STP,Africa,Sub-Saharan Africa,2858.56899092769,30.8,20.832,3.3002937,0,0,0,0
2020,Saudi Arabia,SAU,Asia,Western Asia,47518.4877485153,NA,29.627,NA,0,0,0,0
2015,Saudi Arabia,SAU,Asia,Western Asia,53930.8273872622,NA,28.156,NA,0,0,0,0
2010,Saudi Arabia,SAU,Asia,Western Asia,58828.7075224838,NA,24.762,NA,0,0,0,0
2020,Senegal,SEN,Africa,Sub-Saharan Africa,3752.91947490817,NA,4.871,NA,0,0,0,0
2015,Senegal,SEN,Africa,Sub-Saharan Africa,2994.28032714875,NA,8.045,NA,0,0,0,0
2010,Senegal,SEN,Africa,Sub-Saharan Africa,2662.50486626479,NA,2.942,NA,0,0,0,0
2020,Serbia,SRB,Europe,Southern Europe,21013.0399401927,35,26.608,1.2160146,0,0,0,0
2015,Serbia,SRB,Europe,Southern Europe,15550.4859018426,40.5,43.23,1.3932908,0,0,0,0
2010,Serbia,SRB,Europe,Southern Europe,13321.5066928033,29,46.439,1.7847812,0,0,1,0
2020,Seychelles,SYC,Africa,Sub-Saharan Africa,31055.9442055039,NA,NA,7.4818563,0,0,0,0
2015,Seychelles,SYC,Africa,Sub-Saharan Africa,25435.2289894362,NA,NA,6.528054,0,0,0,0
2010,Seychelles,SYC,Africa,Sub-Saharan Africa,18981.6586503443,NA,NA,9.476577,0,0,0,0
2020,Sierra Leone,SLE,Africa,Sub-Saharan Africa,2721.34184517493,NA,4.1,2.2243123,0,0,0,0
2015,Sierra Leone,SLE,Africa,Sub-Saharan Africa,2560.04985807593,NA,8.303,1.7619505,0,0,0,0
